Name,Current Players,Peak Players,Time,Link,appid,Tags
Don't Starve Together,20855,32214,2021-01-06 13:37:39,https://store.steampowered.com/app/322330/Dont_Starve_Together/,322330,"['Survival', 'Open World Survival Craft', 'Multiplayer', 'Co-op', 'Open World', 'Adventure', 'Crafting', 'Online Co-Op', 'Sandbox', 'Difficult', 'Indie', '2D', 'Funny', 'Atmospheric', 'Survival Horror', 'Strategy', 'Singleplayer', 'Horror', 'Action', 'Simulation']"
The Forest,20687,27230,2021-01-06 13:37:39,https://store.steampowered.com/app/242760/The_Forest/,242760,"['Open World Survival Craft', 'Survival', 'Open World', 'Horror', 'Crafting', 'Adventure', 'Building', 'Survival Horror', 'First-Person', 'Action', 'Exploration', 'Sandbox', 'Atmospheric', 'Simulation', 'Singleplayer', 'Indie', 'Realistic', 'Gore', 'Early Access', 'Zombies']"
The Sims™ 4,20444,23878,2021-01-06 13:37:39,https://store.steampowered.com/app/1222670/The_Sims_4/,1222670,"['Life Sim', 'Character Customization', 'Simulation', 'Building', 'Casual', 'Romance', 'Relaxing', 'Funny', 'Immersive Sim', 'Cute', 'Singleplayer', 'Family Friendly', 'Cartoony', 'Fantasy', 'Atmospheric', 'Beautiful', 'Sexual Content', 'Realistic', 'Multiplayer', 'LGBTQ+']"
Arma 3,20409,22835,2021-01-06 13:37:39,https://store.steampowered.com/app/107410/Arma_3/,107410,"['Action', 'Multiplayer', 'Military', 'Simulation', 'Shooter', 'First-Person', 'Realistic', 'Open World', 'Tactical', 'FPS', 'Co-op', 'War', 'Strategy', 'Sandbox', 'Moddable', 'Combat', 'Online Co-Op', 'Singleplayer', 'Team-Based', 'Third-Person Shooter']"
Red Dead Redemption 2,20170,26781,2021-01-06 13:37:39,https://store.steampowered.com/app/1174180/Red_Dead_Redemption_2/,1174180,"['Adventure', 'Open World', 'Action', 'Western', 'Story Rich', 'Multiplayer', 'Shooter', 'Realistic', 'Third-Person Shooter', 'Singleplayer', 'Atmospheric', 'Horses', 'Beautiful', 'Sandbox', 'Great Soundtrack', 'Third Person', 'Mature', 'First-Person', 'Gore', 'FPS']"
RimWorld,19423,20332,2021-01-06 13:37:39,https://store.steampowered.com/app/294100/RimWorld/,294100,"['Colony Sim', 'Base Building', 'Survival', 'Strategy', 'Sandbox', 'Management', 'Building', 'Simulation', 'Singleplayer', 'Open World', 'Sci-fi', 'Crafting', 'Moddable', '2D', 'Indie', 'Great Soundtrack', 'Atmospheric', 'Space', 'Action', 'Pixel Graphics']"
Raft,19403,24338,2021-01-06 13:37:39,https://store.steampowered.com/app/648800/Raft/,648800,"['Survival', 'Open World Survival Craft', 'Multiplayer', 'Co-op', 'Crafting', 'Open World', 'Building', 'Base Building', 'Adventure', 'Online Co-Op', 'Sandbox', 'Early Access', 'First-Person', 'Singleplayer', 'Simulation', 'Underwater', 'Action', 'Indie', 'Strategy', 'Massively Multiplayer']"
Cities: Skylines,19309,26542,2021-01-06 13:37:39,https://store.steampowered.com/app/255710/Cities_Skylines/,255710,"['City Builder', 'Simulation', 'Building', 'Strategy', 'Management', 'Sandbox', 'Singleplayer', 'Moddable', 'Economy', 'Resource Management', 'Realistic', 'Mod', 'Replay Value', 'Casual', 'Family Friendly', 'Real-Time with Pause', 'Modern', 'Great Soundtrack', 'Funny', 'Action']"
Eternal Return: Black Survival,18918,42141,2021-01-06 13:37:39,https://store.steampowered.com/app/1049590/Eternal_Return_Black_Survival/,1049590,"['Free to Play', 'Anime', 'Battle Royale', 'MOBA', 'Multiplayer', 'Strategy', 'Survival', 'PvP', 'Top-Down', 'Crafting', 'Combat', 'Tactical', 'Indie', 'Action', '3D', 'Character Customization', 'Nudity', 'Experimental', 'Early Access', 'Point & Click']"
Fallout 4,18187,19787,2021-01-06 13:37:39,https://store.steampowered.com/app/377160/Fallout_4/,377160,"['Open World', 'Post-apocalyptic', 'Exploration', 'Singleplayer', 'RPG', 'Atmospheric', 'Adventure', 'Shooter', 'First-Person', 'Story Rich', 'Action', 'Sci-fi', 'FPS', 'Action RPG', 'Sandbox', 'Great Soundtrack', 'Third Person', 'Survival', 'Third-Person Shooter', 'Casual']"
FINAL FANTASY XIV Online,17031,22968,2021-01-06 13:37:39,https://store.steampowered.com/app/39210/FINAL_FANTASY_XIV_Online/,39210,"['MMORPG', 'RPG', 'Massively Multiplayer', 'Fantasy', 'JRPG', 'Great Soundtrack', 'Open World', 'Character Customization', 'Story Rich', 'Anime', 'Multiplayer', 'Adventure', 'Magic', 'Action', 'Atmospheric', 'Co-op', 'Action RPG', 'Singleplayer', 'Online Co-Op', 'Female Protagonist']"
Crusader Kings III,16995,18957,2021-01-06 13:37:39,https://store.steampowered.com/app/1158310/Crusader_Kings_III/,1158310,"['Strategy', 'RPG', 'Simulation', 'Medieval', 'Grand Strategy', 'Historical', 'Sexual Content', 'Multiplayer', 'Singleplayer', 'Political', 'Nudity', 'War', 'Sandbox', 'Dating Sim', 'Choices Matter', 'Character Customization', 'Real-Time with Pause', 'Moddable', 'Management', 'Great Soundtrack']"
Fall Guys: Ultimate Knockout,16454,18534,2021-01-06 13:37:39,https://store.steampowered.com/app/1097150/Fall_Guys_Ultimate_Knockout/,1097150,"['Multiplayer', 'Funny', 'Battle Royale', 'Online Co-Op', 'Family Friendly', 'Comedy', 'Party Game', 'Cute', 'Casual', 'Physics', 'Massively Multiplayer', 'Colorful', '3D Platformer', 'Indie', 'Co-op', 'Action', 'Controller', 'Great Soundtrack', 'Difficult', 'Local Co-Op']"
DARK SOULS™ III,16165,19873,2021-01-06 13:37:39,https://store.steampowered.com/app/374320/DARK_SOULS_III/,374320,"['Souls-like', 'Dark Fantasy', 'Difficult', 'RPG', 'Atmospheric', 'Lore-Rich', 'Third Person', 'Exploration', 'Story Rich', 'Co-op', 'Action RPG', 'PvP', 'Great Soundtrack', 'Action', 'Adventure', 'Multiplayer', 'Open World', 'Singleplayer', 'Replay Value', 'Character Customization']"
eFootball PES 2021 SEASON UPDATE,15417,15753,2021-01-06 13:37:39,https://store.steampowered.com/app/1259970/eFootball_PES_2021_SEASON_UPDATE/,1259970,"['Sports', 'eSports', 'Realistic', 'Co-op', 'Multiplayer', 'Singleplayer', 'Soccer', 'Local Co-Op', 'Local Multiplayer', 'Online Co-Op', 'Football', 'Free to Play', 'Simulation']"
Stellaris,15381,17709,2021-01-06 13:37:39,https://store.steampowered.com/app/281990/Stellaris/,281990,"['Space', 'Grand Strategy', 'Sci-fi', 'Exploration', '4X', 'Strategy', 'Sandbox', 'Simulation', 'Moddable', 'Real-Time with Pause', 'Diplomacy', 'Singleplayer', 'Multiplayer', 'Management', 'Futuristic', 'Procedural Generation', 'Great Soundtrack', 'Military', 'Atmospheric', 'Replay Value']"
Paladins,15316,15316,2021-01-06 13:37:39,https://store.steampowered.com/app/444090/Paladins/,444090,"['Hero Shooter', 'Free to Play', 'Multiplayer', 'FPS', 'Shooter', 'Action', 'Team-Based', 'First-Person', 'PvP', 'MOBA', 'Online Co-Op', 'Fantasy', 'Strategy', 'Co-op', 'Early Access', 'Massively Multiplayer', 'Funny', 'Adventure', 'Survival', 'Anime']"
Mount & Blade II: Bannerlord,14785,16272,2021-01-06 13:37:39,https://store.steampowered.com/app/261550/Mount__Blade_II_Bannerlord/,261550,"['Medieval', 'Strategy', 'Open World', 'RPG', 'War', 'Multiplayer', 'Sandbox', 'Action', 'Singleplayer', 'Simulation', 'Moddable', 'Adventure', 'Character Customization', 'Horses', 'Realistic', 'Third Person', 'First-Person', 'Historical', 'Great Soundtrack', 'Early Access']"
Satisfactory,13821,15676,2021-01-06 13:37:39,https://store.steampowered.com/app/526870/Satisfactory/,526870,"['Base Building', 'Automation', 'Crafting', 'Open World', 'Co-op', 'Multiplayer', 'Resource Management', 'Building', 'Exploration', 'Sandbox', 'Adventure', 'Strategy', 'Simulation', 'Early Access', 'Indie', 'Open World Survival Craft', 'Survival', 'First-Person', 'Sci-fi', 'Singleplayer']"
SMITE,13559,19131,2021-01-06 13:37:39,https://store.steampowered.com/app/386360/SMITE/,386360,"['Free to Play', 'MOBA', 'Multiplayer', 'Action', 'Third Person', 'Mythology', 'Team-Based', 'Competitive', 'Strategy', 'PvP', 'Co-op', 'Massively Multiplayer', 'eSports', 'RPG', 'MMORPG', 'Adventure', 'Funny', 'Nudity', 'Casual', 'Survival']"
Factorio,13412,14735,2021-01-06 13:37:39,https://store.steampowered.com/app/427520/Factorio/,427520,"['Automation', 'Base Building', 'Resource Management', 'Sandbox', 'Crafting', 'Strategy', 'Multiplayer', 'Survival', 'Management', 'Open World', 'Casual', 'Co-op', '2D', 'Building', 'Moddable', 'Pixel Graphics', 'Singleplayer', 'Simulation', 'City Builder', 'Trains']"
Divinity: Original Sin 2,12765,16240,2021-01-06 13:37:39,https://store.steampowered.com/app/435150/Divinity_Original_Sin_2__Definitive_Edition/,435150,"['RPG', 'Choices Matter', 'Turn-Based Combat', 'Open World', 'Story Rich', 'Co-op Campaign', 'Party-Based RPG', 'Multiplayer', 'Character Customization', 'Fantasy', 'Crafting', 'CRPG', 'Isometric', 'Moddable', 'PvP', 'Turn-Based', 'Strategy', 'Turn-Based Tactics', 'Female Protagonist', 'Co-op']"
Red Dead Online,12644,13723,2021-01-06 13:37:39,https://store.steampowered.com/app/1404210/Red_Dead_Online/,1404210,"['Action', 'Adventure', 'Multiplayer', 'Open World', 'Western', 'Shooter', 'Third-Person Shooter', 'Horses', 'Realistic', 'Online Co-Op', 'PvP', 'MMORPG', 'FPS', 'Singleplayer', 'Sexual Content', 'Story Rich', 'Psychological Horror']"
VRChat,12239,16297,2021-01-06 13:37:39,https://store.steampowered.com/app/438100/VRChat/,438100,"['VR', 'Free to Play', 'Memes', 'Anime', 'Funny', 'Multiplayer', 'Massively Multiplayer', 'Early Access', 'First-Person', 'Simulation', 'Open World', 'Psychological Horror', 'Casual', 'Adventure', 'Horror', 'Sports', 'MMORPG', 'FPS', 'Comedy', 'Action']"
tModLoader,12126,12432,2021-01-06 13:37:39,https://store.steampowered.com/app/1281930/tModLoader/,1281930,"['Adventure', 'Action', 'Indie', 'RPG', 'Free to Play', 'Mod', 'Sandbox', 'Moddable', 'Building', 'Multiplayer', '2D', 'Pixel Graphics', 'Great Soundtrack', 'Singleplayer', 'Survival', 'Replay Value', 'Co-op', 'Open World Survival Craft']"
Soundpad,11380,11966,2021-01-06 13:37:39,https://store.steampowered.com/app/629520/Soundpad/,629520,"['Utilities', 'Audio Production', 'Memes', 'Music', 'Software', 'Funny', 'Survival Horror', 'Psychological Horror', 'Horror']"
Elite Dangerous,11098,12447,2021-01-06 13:37:39,https://store.steampowered.com/app/359320/Elite_Dangerous/,359320,"['Space Sim', 'Space', 'Open World', 'Exploration', 'Sci-fi', 'Simulation', 'Massively Multiplayer', 'Multiplayer', 'First-Person', 'Action', 'Adventure', 'Sandbox', 'VR', 'Online Co-Op', 'Trading', 'Singleplayer', 'RPG', 'Strategy', 'Difficult', 'TrackIR']"
Oxygen Not Included,10452,13123,2021-01-06 13:37:39,https://store.steampowered.com/app/457140/Oxygen_Not_Included/,457140,"['Colony Sim', 'Base Building', 'Survival', 'Resource Management', 'Building', 'Singleplayer', 'Simulation', 'Management', '2D', 'Sandbox', 'Strategy', 'Space', 'Indie', 'Sci-fi', 'Exploration', 'Open World', 'Early Access', 'Difficult', 'Adventure', 'Space Sim']"
Fallout 76,9941,10497,2021-01-06 13:37:39,https://store.steampowered.com/app/1151340/Fallout_76/,1151340,"['Dark Comedy', 'RPG', 'Open World', 'Post-apocalyptic', 'Capitalism', 'Multiplayer', 'Survival', 'Base Building', 'Horror', 'Shooter', 'Co-op', 'Gore', 'Early Access', 'Violent', 'MMORPG', 'Exploration', 'FPS', 'Atmospheric', 'Great Soundtrack', 'Singleplayer']"
Path of Exile,9920,10521,2021-01-06 13:37:39,https://store.steampowered.com/app/238960/Path_of_Exile/,238960,"['Free to Play', 'Action RPG', 'Hack and Slash', 'RPG', 'Multiplayer', 'Massively Multiplayer', 'Loot', 'MMORPG', 'Action', 'Fantasy', 'Adventure', 'Dungeon Crawler', 'Online Co-Op', 'Co-op', 'Indie', 'Dark Fantasy', 'Character Customization', 'PvE', 'Inventory Management', 'Fishing']"
Borderlands 3,9869,13289,2021-01-06 13:37:39,https://store.steampowered.com/app/397540/Borderlands_3/,397540,"['RPG', 'Action', 'Looter Shooter', 'Online Co-Op', 'FPS', 'Multiplayer', 'Shooter', 'Open World', 'Co-op', 'Loot', 'Co-op Campaign', 'Singleplayer', 'Gore', 'Violent', 'First-Person', 'Adventure', 'Nudity', 'Great Soundtrack', 'Epic', 'Comedy']"
Hunt: Showdown,9767,13544,2021-01-06 13:37:39,https://store.steampowered.com/app/594650/Hunt_Showdown/,594650,"['Multiplayer', 'Hunting', 'Shooter', 'Horror', 'Survival', 'FPS', 'Online Co-Op', 'PvP', 'Western', 'Survival Horror', 'Action', 'Zombies', 'Open World', 'Perma Death', 'Team-Based', 'Gore', 'Violent', 'First-Person', 'Early Access', 'Battle Royale']"
F1 2020,9684,10707,2021-01-06 13:37:39,https://store.steampowered.com/app/1080110/F1_2020/,1080110,"['Racing', 'Sports', 'Simulation', 'Multiplayer', 'Automobile Sim', 'Difficult', 'Split Screen', 'Realistic', 'Strategy', 'Management', 'Driving', 'Singleplayer', 'VR', 'Local Multiplayer']"
Assassin's Creed Odyssey,9579,12358,2021-01-06 13:37:39,https://store.steampowered.com/app/812140/Assassins_Creed_Odyssey/,812140,"['Open World', 'RPG', 'Assassin', 'Singleplayer', 'Action', 'Adventure', 'Historical', 'Stealth', 'Story Rich', 'Female Protagonist', 'Parkour', 'Third Person', 'Sexual Content', 'Choices Matter', 'Violent', 'Multiplayer', 'Atmospheric', 'Great Soundtrack', 'Nudity', 'Gore']"
Conan Exiles,9556,13376,2021-01-06 13:37:39,https://store.steampowered.com/app/440900/Conan_Exiles/,440900,"['Survival', 'Open World', 'Building', 'Nudity', 'Crafting', 'Open World Survival Craft', 'Multiplayer', 'RPG', 'Sandbox', 'Massively Multiplayer', 'Action', 'Adventure', 'Online Co-Op', 'Violent', 'Exploration', 'Singleplayer', 'Co-op', 'PvP', 'Fantasy', 'Gore']"
Space Engineers,9491,10699,2021-01-06 13:37:39,https://store.steampowered.com/app/244850/Space_Engineers/,244850,"['Space', 'Sandbox', 'Building', 'Multiplayer', 'Open World Survival Craft', 'Simulation', 'Survival', 'Open World', 'Physics', 'Crafting', 'Destruction', 'Co-op', 'Indie', 'Futuristic', 'Sci-fi', 'Singleplayer', 'Action', 'Strategy', 'Adventure', 'Early Access']"
theHunter: Call of the Wild™,9262,10321,2021-01-06 13:37:39,https://store.steampowered.com/app/518790/theHunter_Call_of_the_Wild/,518790,"['Hunting', 'Open World', 'Multiplayer', 'First-Person', 'Simulation', 'Shooter', 'Adventure', 'Realistic', 'Co-op', 'Survival', 'FPS', 'Action', 'Singleplayer', 'Walking Simulator', 'Atmospheric', 'Sports', 'Online Co-Op', 'Combat', 'Strategy', 'Gore']"
NBA 2K21,9010,17168,2021-01-06 13:37:39,https://store.steampowered.com/app/1225330/NBA_2K21/,1225330,"['Basketball', 'Sports', 'Simulation', 'Character Customization', 'Realistic', 'Action', 'Multiplayer', '3D', 'Team-Based', 'Third Person', 'Singleplayer', 'Online Co-Op', 'Local Co-Op', 'Co-op', 'Local Multiplayer', 'Competitive', '4 Player Local', 'Dark Fantasy', 'Hacking', 'Shooter']"
The Binding of Isaac: Rebirth,8905,9229,2021-01-06 13:37:39,https://store.steampowered.com/app/250900/The_Binding_of_Isaac_Rebirth/,250900,"['Action Roguelike', 'Roguelike', 'Indie', 'Replay Value', 'Difficult', 'Pixel Graphics', 'Dungeon Crawler', 'Great Soundtrack', 'Singleplayer', 'Dark', 'Remake', '2D', 'Local Co-Op', 'Gore', 'Procedural Generation', 'Roguelite', 'Atmospheric', 'Action', 'Horror', 'Co-op']"
No Man's Sky,8835,10226,2021-01-06 13:37:39,https://store.steampowered.com/app/275850/No_Mans_Sky/,275850,"['Open World', 'Open World Survival Craft', 'Space', 'Exploration', 'Sci-fi', 'Survival', 'Procedural Generation', 'First-Person', 'Adventure', 'Singleplayer', 'Sandbox', 'Atmospheric', 'Crafting', 'Space Sim', 'Multiplayer', 'Indie', 'Action', 'Simulation', 'FPS', 'Great Soundtrack']"
Albion Online,8835,9617,2021-01-06 13:37:39,https://store.steampowered.com/app/761890/Albion_Online/,761890,"['Free to Play', 'MMORPG', 'Massively Multiplayer', 'Open World', 'RPG', 'Sandbox', 'Crafting', 'Multiplayer', 'PvP', 'Survival', 'PvE', 'Medieval', 'Economy', 'Loot', 'Fantasy', 'Strategy', 'Co-op', 'Difficult', 'Singleplayer', 'Action']"
Dying Light,8749,11003,2021-01-06 13:37:39,https://store.steampowered.com/app/239140/Dying_Light/,239140,"['Zombies', 'Survival Horror', 'Horror', 'Online Co-Op', 'Open World', 'Parkour', 'First-Person', 'Open World Survival Craft', 'PvP', 'Action', 'FPS', 'PvE', 'Gore', 'Survival', 'Stealth', 'Post-apocalyptic', 'Story Rich', 'Hack and Slash', 'Action RPG', 'RPG']"
Geometry Dash,8648,9081,2021-01-06 13:37:39,https://store.steampowered.com/app/322170/Geometry_Dash/,322170,"['Difficult', 'Precision Platformer', 'Great Soundtrack', 'Music', 'Rhythm', 'Level Editor', '2D', 'Colorful', 'Singleplayer', 'Platformer', 'Character Customization', 'Arcade', 'Indie', 'Side Scroller', 'Action', 'Funny', 'Family Friendly', 'Casual', 'Strategy', 'Adventure']"
Total War: ROME II - Emperor Edition,8541,9386,2021-01-06 13:37:39,https://store.steampowered.com/app/214950/Total_War_ROME_II__Emperor_Edition/,214950,"['Strategy', 'Turn-Based Strategy', 'Historical', 'Grand Strategy', 'Rome', 'Tactical', 'Multiplayer', 'War', 'Real Time Tactics', 'Turn-Based', 'RTS', 'Singleplayer', 'Online Co-Op', 'Turn-Based Tactics', 'Simulation', 'Co-op', 'Moddable', 'Action', 'Atmospheric', 'Education']"
Yu-Gi-Oh! Duel Links,8497,9189,2021-01-06 13:37:39,https://store.steampowered.com/app/601510/YuGiOh_Duel_Links/,601510,"['Free to Play', 'Card Game', 'Strategy', 'Anime', 'Multiplayer', 'Trading Card Game', 'Singleplayer', 'Turn-Based', 'Competitive', 'Casual', 'RPG', 'Online Co-Op', 'Great Soundtrack', 'Action', 'Memes', 'Adventure', 'Simulation', 'Massively Multiplayer', 'Survival', 'MMORPG']"
STAR WARS™: The Old Republic™,8483,10081,2021-01-06 13:37:39,https://store.steampowered.com/app/1286830/STAR_WARS_The_Old_Republic/,1286830,"['Free to Play', 'MMORPG', 'Multiplayer', 'RPG', 'Massively Multiplayer', 'Open World', 'Character Customization', 'Story Rich', 'Choices Matter', 'Sci-fi', 'Adventure', 'Action', 'PvP', 'Third Person', 'Space', 'Atmospheric', 'Action RPG', 'Party-Based RPG', 'CRPG', 'Great Soundtrack']"
Halo: The Master Chief Collection,8344,13494,2021-01-06 13:37:39,https://store.steampowered.com/app/976730/Halo_The_Master_Chief_Collection/,976730,"['Great Soundtrack', 'FPS', 'Classic', 'Multiplayer', 'Story Rich', 'Sci-fi', 'Co-op', 'First-Person', 'Epic', 'Action', 'Shooter', 'Lore-Rich', 'Aliens', 'Singleplayer', 'Beautiful', 'Space', 'Atmospheric', 'Adventure', 'Horror', 'Online Co-Op']"
Slay the Spire,8224,9905,2021-01-06 13:37:39,https://store.steampowered.com/app/646570/Slay_the_Spire/,646570,"['Roguelike Deckbuilder', 'Card Battler', 'Card Game', 'Roguelike', 'Deckbuilding', 'Turn-Based', 'Strategy', 'Singleplayer', 'Roguelite', 'Replay Value', 'Indie', 'Difficult', 'Dungeon Crawler', 'RPG', 'Mouse only', 'Great Soundtrack', '2D', 'Procedural Generation', 'Fantasy', 'Casual']"
The Elder Scrolls V: Skyrim,8216,8596,2021-01-06 13:37:39,https://store.steampowered.com/app/72850/The_Elder_Scrolls_V_Skyrim/,72850,"['Open World', 'RPG', 'Fantasy', 'Adventure', 'Moddable', 'Dragons', 'First-Person', 'Action', 'Medieval', 'Singleplayer', 'Magic', 'Story Rich', 'Great Soundtrack', 'Sandbox', 'Lore-Rich', 'Atmospheric', 'Character Customization', 'Action RPG', 'Third Person', 'Epic']"
Planet Zoo,8182,9201,2021-01-06 13:37:39,https://store.steampowered.com/app/703080/Planet_Zoo/,703080,"['Management', 'Simulation', 'Building', 'Nature', 'City Builder', 'Sandbox', 'Economy', 'Family Friendly', 'Realistic', 'Great Soundtrack', 'Singleplayer', 'Resource Management', 'Cute', 'Strategy', 'Relaxing', 'Funny', 'Casual', 'Open World', 'Horses', 'Atmospheric']"
